"Mês/Ano";"Tipo";"Tipo de Favorecido";"UF";"Nome do Favorecido";"CPF/CNPJ";"Município";"Função";"Programa Orçamentário";"Ação Orçamentária";"Linguagem Cidadã";"Valor Transferido";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONS.ESCOLAR DA ESCOLA MUNICIPAL CASA DOS FERROVIARIOS";"02.018.609/0001-13";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.943,85";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DA ESCOLA MUNICIPAL DOM ANTONIO MALAN";"03.169.924/0001-04";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.132,25";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA BALBINA MENELAU";"02.038.927/0001-46";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.876,30";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DA ESCOLA MUNICIPAL JOSE RIBEIRO DA SILVA";"02.812.100/0001-48";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.280,29";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR PEDRO DE ANDRADE";"03.338.473/0001-91";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"5.086,96";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR JAIME ESPOSITO DE LIMA";"02.004.402/0001-90";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.714,55";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DA ESCOLA MUNICIPAL JOSEFA IZABEL SENA";"24.813.527/0001-01";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.141,57";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DA ESCOLA MUNICIPAL IRMA MARIA EURIDICE DOURADO";"35.310.688/0001-90";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.465,84";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"ASSOCIACAO DE PAIS E MESTRES REVERENDO GENESIO CAMPOS";"02.004.400/0001-09";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.475,16";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DA ESCOLA MUNICIPAL ATANASIO GONZAGA DA CRUZ";"14.537.764/0001-25";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.241,47";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL NADIR COLACO";"02.428.806/0001-00";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"- 1.084,16";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DO CENTRO MUNICIPAL DE EDUCACAO INFANTIL NM-7";"12.416.711/0001-20";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.462,22";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DA ESCOLA MUNICIPAL ARIANO SUASSUNA";"24.968.048/0001-56";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"6.926,52";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA TIA CLARICE";"11.357.812/0001-05";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.996,38";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"ASSOCIACAO DE PAIS E MESTRES";"02.004.403/0001-34";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.879,15";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA BARROS MIRANDA";"19.810.987/0001-38";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"7.877,61";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DO CENTRO MUNICIPAL DE EDUCACAO INFANTIL MARIA TERESA BRENNAND COELHO";"08.028.939/0001-76";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.281,06";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR JOSELIA FLORENCIO DA SILVEIRA";"05.823.423/0001-25";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"10.381,50";
"11/2020";"Legais, Voluntárias e Específicas";"Fundo Público";"PE";"FUNDO MUNICIPAL DE SAUDE";"03.904.395/0001-45";"JABOATÃO DOS GUARARAPES";"Saúde";"ATENCAO ESPECIALIZADA A SAUDE";"ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA INTERNACIONAL DECORRENTE DO CORONAVIRUS";"Sem informação";"1.153.273,00";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL DE BEBERIBE";"05.699.682/0001-96";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.112,84";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL SERRA DA PRATA";"05.369.588/0001-79";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.892,86";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA ALVARO LINS";"02.021.768/0001-77";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"8.136,41";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DA ESCOLA MUNICIPAL BRUNA NEGREIRO LEITE";"12.434.641/0001-33";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.856,12";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA CASA DO TRABALHADOR";"02.034.439/0001-60";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"5.211,97";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DA ESCOLA MUNICIPAL PROFESSOR WALTER GIL";"09.490.444/0001-27";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"6.784,18";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL LADJANE BANDEIRA";"11.254.569/0001-08";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.530,54";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DA ESCOLA MUNICIPAL NOSSA SENHORA DAS GRACAS";"04.829.392/0001-57";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.268,12";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL SOLANO TRINDADE";"11.264.236/0001-51";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.568,59";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR CAPITAO RUFINO";"03.338.508/0001-92";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.053,84";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL PEDRINHO";"03.297.092/0001-01";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.718,17";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA PROFESSORA MARIA DO CARMO QUEIROZ CABRAL";"14.897.200/0001-01";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.585,15";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL PROFESSOR ORLANDO PARAHYM";"05.698.390/0001-39";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.145,19";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR MESTRE VITALINO";"02.134.655/0001-88";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"7.605,87";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL NOVA AURORA";"02.027.106/0001-04";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.860,51";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL DUQUE DE CAXIAS";"03.201.293/0001-63";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"6.641,84";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CAIXA ESCOLAR PROF MARIA BEZERRA TORRES";"02.034.435/0001-82";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.956,79";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CAIXA ESCOLAR LUIZ PESSOA DA SILVA";"05.134.193/0001-97";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"10.226,22";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA PROFESSOR BIU OLIVEIRA";"36.631.495/0001-02";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.061,08";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA MARIA FELIX";"02.034.432/0001-49";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.467,92";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"ASSOCICAO DE PAIS E MESTRES";"11.252.224/0001-07";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"7.897,02";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR MARIA DO SOCORRO DE FREITAS";"02.021.769/0001-11";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.837,48";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL CAPELA SANTO ANTONIO";"02.484.655/0001-08";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.002,85";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA MAJOR DR.SINVAL";"11.441.171/0001-72";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.274,59";
"11/2020";"Legais, Voluntárias e Específicas";"Fundo Público";"PE";"FUNDO MUNICIPAL DE SAUDE";"11.371.082/0001-05";"CARUARU";"Saúde";"ATENCAO ESPECIALIZADA A SAUDE";"ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA INTERNACIONAL DECORRENTE DO CORONAVIRUS";"Sem informação";"486.515,00";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DA ESCOLA MUNICIPAL EDUARDO CAMPOS";"24.225.610/0001-51";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.176,77";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL ZUMBI DOS PALMARES";"03.030.539/0001-81";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.047,37";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DA ESCOLA MUNICIPAL LUIZ RODRIGUES DE ARAUJO";"01.910.704/0001-64";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"6.887,70";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DA ESCOLA MUNICIPAL ESTEVAO RODRIGUES COELHO";"01.903.618/0001-24";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.559,27";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL SENADOR JOSE ERMINIO DE MORAES";"03.146.639/0001-78";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.015,02";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DA ESCOLA MUNICIPAL MOISES BARRETO DOS SANTOS";"05.083.668/0001-63";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.963,26";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA TIA LOURDINHA";"30.993.180/0001-10";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.578,68";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL ARTISTA PLASTICO CICERO DIAS";"09.543.738/0001-70";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.549,95";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DA ESCOLA MUNICIPAL PROFESSORA ELIETE ARAUJO DE SOUZA";"02.949.314/0001-60";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"7.340,60";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL VILA OPERARIA";"03.146.645/0001-25";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.708,08";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DA ESCOLA MUNICIPAL MARIA SOLEDADE ALVES";"18.387.154/0001-43";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"6.635,37";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DO CENTRO MUNICIPAL DE EDUCACAO INFANTIL CREUSA  ARCOVERDE DE FREITAS CAVALCANTI  C";"20.691.670/0001-09";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.543,48";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL DR RODOLFO AURELIANO";"02.018.621/0001-28";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"5.800,74";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL POETA JOAO CABRAL DE MELO NETO";"05.698.781/0001-53";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.623,97";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CAIXA EXECUTORA DR. TABOSA DE ALMEIDA";"02.021.766/0001-88";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.296,85";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DA ESCOLA MUNICIPAL FELIX MANOEL DOS SANTOS";"01.907.533/0001-14";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.532,62";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"ASSOCIACAO DE PAIS E MESTRES PROFESSORA NERINE";"13.956.018/0001-03";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.578,68";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DA ESCOLA MUNICIPAL MANOEL JANUARIO RODRIGUES";"03.169.915/0001-13";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.478,78";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DO CENTRO MUNICIPAL DE EDUCACAO INFANTIL HONORINA HELENA DA SILVA";"36.056.242/0001-44";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.614,65";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA PINHEIRAO";"35.724.959/0001-54";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.860,51";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DA ESCOLA MUNICIPAL NOVA COHAB VI";"36.496.158/0001-41";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.629,67";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"ASSOCIACAO DE PAIS E MESTRES PROFESSORA LAURA FLORENCIO";"01.996.528/0001-25";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"10.219,75";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA PROFESSORA CESARINA MOURA VIEIRA COSTA";"11.172.411/0001-80";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"5.690,75";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL CRISTIANO CORDEIRO";"02.027.109/0001-48";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.584,38";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL FERNANDO SANTA CRUZ";"02.018.628/0001-40";"RECIFE";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.828,16";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA ASSOCIACAO DE PAIS E MESTRES LEOPOLDINA QUEIROZ DE LIMA";"13.824.431/0001-14";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.718,17";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR MARIA DE LOURDES PEPEU";"03.347.514/0001-06";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.737,58";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR MANOEL LIMEIRA";"03.338.681/0001-90";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.814,45";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR SABINO JOSE PEREIRA DA SILVA";"05.928.482/0001-68";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.666,41";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DA ESCOLA MUNICIPAL JOSE ESMERINDO RIBEIRO";"02.812.081/0001-50";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"12.037,82";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CAIXA EXECUTORA DUQUE DE CAXIAS";"11.058.897/0001-20";"CARUARU";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"7.735,27";
"11/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DO CENTRO MUNICIPAL DE EDUCACAO INFANTIL DR  WASHINGTON BARROS";"10.702.061/0001-54";"PETROLINA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.216,36";
